campaign_id,campaign_name,channel,channel_category,target_audience,target_region,ad_spend_usd,impressions,clicks,click_through_rate_pct,leads_generated,cost_per_lead_usd,mql_qualified_leads,sql_sales_opportunities,pipeline_created_usd,conversions,revenue_generated_usd,return_on_ad_spend,customer_acquisition_cost_usd,roi_pct,start_date,end_date,campaign_status
CAMP-2026-01003,Cloud Cost Optimization 40% - Q4 2026 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,Healthcare & Life Sciences Tech Leads,APAC (Japan/Taiwan/SG),39000.0,56542,2437,4.31,345,113.04,167,46,977413.04,10,340080.0,8.72,3900.0,772.0,2025-01-14,2025-02-26,Completed
CAMP-2026-01004,High-Throughput Streaming Engine - Q1 2026 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,12000.0,66351,3092,4.66,362,33.15,171,62,755114.34,21,196920.0,16.41,571.43,1541.0,2025-08-07,2025-08-21,Completed
CAMP-2026-01005,Kubernetes Multi-Cloud Mesh - Q2 2026 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),Western Europe,11100.0,60258,4188,6.95,190,58.42,104,56,329643.5,14,77478.0,6.98,792.86,598.0,2024-12-21,2025-01-05,Completed
CAMP-2026-01006,Edge AI for Smart Robotics - Q3 2026 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Fortune 500 CTOs & VP Infrastructure,Middle East,37100.0,280151,3698,1.32,173,214.45,123,36,707662.37,12,152852.0,4.12,3091.67,312.0,2026-05-09,2026-06-21,Completed
CAMP-2026-01007,Unified Customer 360 AI - Q4 2026 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,Global AI/ML Research Scientists,Western Europe,71900.0,472520,5812,1.23,379,189.71,236,112,1261615.68,47,364533.0,5.07,1529.79,407.0,2025-05-14,2025-07-09,Completed
CAMP-2026-01008,High-Throughput Streaming Engine - Q1 2026 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,Cloud Native DevOps & SRE Architects,ANZ,23500.0,21107,1315,6.23,295,79.66,140,65,701433.6,21,254975.0,10.85,1119.05,985.0,2025-03-16,2025-05-23,Completed
CAMP-2026-01009,Zero-Trust Perimeter Defense - Q2 2026 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,SMB Growth Tech Founders,North America,36000.0,89117,3030,3.4,549,65.57,294,91,1405746.82,30,417600.0,11.6,1200.0,1060.0,2026-03-11,2026-06-09,Completed
CAMP-2026-01010,Developer Productivity Blitz - Q3 2026 [Phase 3],Regional Strategic Partner Co-Marketing,Partner Co-Op,Healthcare & Life Sciences Tech Leads,Western Europe,89400.0,735887,32747,4.45,1374,65.07,605,259,6394487.69,59,1771014.0,19.81,1515.25,1881.0,2025-08-28,2025-10-09,Completed
CAMP-2026-01011,Cloud Cost Optimization 40% - Q4 2026 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,FinTech Chief Information Security Officers (CISO),Middle East,77400.0,154145,7399,4.8,1034,74.85,742,343,4103205.84,81,1025550.0,13.25,955.56,1225.0,2024-02-15,2024-04-30,Completed
CAMP-2026-01012,Cloud Cost Optimization 40% - Q1 2026 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Retail E-Commerce Engineering Directors,Western Europe,3300.0,12451,320,2.57,36,91.67,26,13,159050.74,2,40920.0,12.4,1650.0,1140.0,2024-06-06,2024-08-21,Completed
CAMP-2026-01013,Quantum-Safe Cryptography Suite - Q2 2026 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,Middle East,52600.0,232520,8580,3.69,374,140.64,244,93,2318554.53,38,504960.0,9.6,1384.21,860.0,2024-09-03,2024-11-01,Completed
CAMP-2026-01014,GenAI Enterprise Copilot Accelerator - Q3 2026 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Retail E-Commerce Engineering Directors,ANZ,80500.0,128407,5483,4.27,1104,72.92,541,233,2822012.99,72,617435.0,7.67,1118.06,667.0,2026-03-13,2026-03-29,Completed
CAMP-2026-01015,Automated Compliance & SOC2 - Q4 2026 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Fortune 500 CTOs & VP Infrastructure,Latin America,58700.0,165408,6881,4.16,700,83.86,301,85,1432660.31,36,502472.0,8.56,1630.56,756.0,2025-04-01,2025-05-24,Completed
CAMP-2026-01016,Quantum-Safe Cryptography Suite - Q1 2026 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,SMB Growth Tech Founders,Middle East,86900.0,426091,7414,1.74,297,292.59,198,93,1036328.19,32,378015.0,4.35,2715.62,335.0,2024-01-01,2024-02-12,Completed
CAMP-2026-01017,Cloud Cost Optimization 40% - Q2 2026 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),8400.0,9174,578,6.3,141,59.57,89,43,317920.56,10,126336.0,15.04,840.0,1404.0,2025-06-01,2025-07-31,Completed
CAMP-2026-01018,High-Throughput Streaming Engine - Q3 2026 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),28500.0,142145,3710,2.61,418,68.18,210,59,1422558.2,22,332595.0,11.67,1295.45,1067.0,2025-05-19,2025-06-10,Completed
CAMP-2026-01019,Real-Time Telemetry at Scale - Q4 2026 [Phase 3],Developer Hackathons & Open Source Grants,Community,Fortune 500 CTOs & VP Infrastructure,Latin America,70900.0,76104,6096,8.01,2232,31.77,1565,493,5217330.03,95,1366952.0,19.28,746.32,1828.0,2026-01-06,2026-02-05,Completed
CAMP-2026-01020,Edge AI for Smart Robotics - Q1 2026 [Phase 1],Developer Hackathons & Open Source Grants,Community,Enterprise Data Engineering Leads,Western Europe,22000.0,20790,1578,7.59,431,51.04,307,99,1002927.75,44,335500.0,15.25,500.0,1425.0,2026-03-29,2026-05-18,Completed
CAMP-2026-01021,Automated Compliance & SOC2 - Q2 2026 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Global AI/ML Research Scientists,Middle East,59000.0,326648,5847,1.79,324,182.1,164,43,1293749.85,15,404150.0,6.85,3933.33,585.0,2025-10-27,2025-12-16,Completed
CAMP-2026-01022,Automated Compliance & SOC2 - Q3 2026 [Phase 3],Developer Hackathons & Open Source Grants,Community,Fortune 500 CTOs & VP Infrastructure,North America,3000.0,2300,179,7.78,78,38.46,32,13,246812.66,4,72720.0,24.24,750.0,2324.0,2024-06-30,2024-09-14,Completed
CAMP-2026-01023,Quantum-Safe Cryptography Suite - Q4 2026 [Phase 1],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,North America,28300.0,39538,2400,6.07,684,41.37,336,134,1500441.2,39,369315.0,13.05,725.64,1205.0,2026-03-15,2026-04-03,Completed
CAMP-2026-01024,Zero-Trust Perimeter Defense - Q1 2026 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,69900.0,139415,8825,6.33,1870,37.38,862,249,8977916.45,72,2177385.0,31.15,970.83,3015.0,2025-06-27,2025-08-18,Completed
CAMP-2026-01025,Zero-Trust Perimeter Defense - Q2 2026 [Phase 3],Developer Hackathons & Open Source Grants,Community,SMB Growth Tech Founders,Latin America,31100.0,38091,3173,8.33,821,37.88,453,247,2342192.13,110,720276.0,23.16,282.73,2216.0,2024-03-25,2024-06-04,Completed
CAMP-2026-01026,Next-Gen Lakehouse Migration - Q3 2026 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Retail E-Commerce Engineering Directors,APAC (Japan/Taiwan/SG),22300.0,60386,1250,2.07,57,391.23,24,11,674242.3,3,176839.0,7.93,7433.33,693.0,2026-01-31,2026-04-08,Completed
CAMP-2026-01027,Zero-Trust Perimeter Defense - Q4 2026 [Phase 2],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,Western Europe,87800.0,617468,33899,5.49,1949,45.05,1420,586,5722846.79,255,1993938.0,22.71,344.31,2171.0,2024-10-30,2025-01-27,Completed
CAMP-2026-01028,Edge AI for Smart Robotics - Q1 2026 [Phase 3],Regional Strategic Partner Co-Marketing,Partner Co-Op,SMB Growth Tech Founders,Latin America,15000.0,28764,978,3.4,327,45.87,242,123,903777.6,25,244500.0,16.3,600.0,1530.0,2024-08-26,2024-10-20,Completed
CAMP-2026-01029,Kubernetes Multi-Cloud Mesh - Q2 2026 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Global AI/ML Research Scientists,Latin America,15200.0,51479,1009,1.96,94,161.7,55,14,514349.32,2,107312.0,7.06,7600.0,606.0,2024-12-10,2025-02-09,Completed
CAMP-2026-01030,Zero-Trust Perimeter Defense - Q3 2026 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,SMB Growth Tech Founders,Global Multi-Region,35800.0,266647,4613,1.73,219,163.47,149,65,964346.05,20,250242.0,6.99,1790.0,599.0,2026-06-02,2026-08-11,Active
CAMP-2026-01031,Automated Compliance & SOC2 - Q4 2026 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,85300.0,131888,6845,5.19,1300,65.62,812,425,5734852.48,177,1160933.0,13.61,481.92,1261.0,2024-05-05,2024-06-23,Completed
CAMP-2026-01032,Real-Time Telemetry at Scale - Q1 2026 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Healthcare & Life Sciences Tech Leads,APAC (Japan/Taiwan/SG),67200.0,293525,4080,1.39,209,321.53,94,36,1941840.49,14,621600.0,9.25,4800.0,825.0,2025-10-08,2025-12-03,Completed
CAMP-2026-01033,Developer Productivity Blitz - Q2 2026 [Phase 2],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),Latin America,17600.0,45143,2993,6.63,514,34.24,288,130,904054.26,53,250096.0,14.21,332.08,1321.0,2024-07-31,2024-09-16,Completed
CAMP-2026-01034,Edge AI for Smart Robotics - Q3 2026 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,SMB Growth Tech Founders,Latin America,45800.0,199930,8657,4.33,551,83.12,365,150,1392442.79,43,390674.0,8.53,1065.12,753.0,2025-09-20,2025-12-09,Completed
CAMP-2026-01035,Quantum-Safe Cryptography Suite - Q4 2026 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,52800.0,303448,7040,2.32,337,156.68,246,81,1243406.21,23,304656.0,5.77,2295.65,477.0,2025-10-22,2025-12-21,Completed
CAMP-2026-01036,Quantum-Safe Cryptography Suite - Q1 2026 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Healthcare & Life Sciences Tech Leads,North America,21300.0,46718,2406,5.15,207,102.9,131,55,965124.1,18,337179.0,15.83,1183.33,1483.0,2025-04-28,2025-07-03,Completed
CAMP-2026-01037,Developer Productivity Blitz - Q2 2026 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Healthcare & Life Sciences Tech Leads,Middle East,10400.0,16031,614,3.83,149,69.8,74,26,389010.95,5,111384.0,10.71,2080.0,971.0,2025-12-27,2026-01-23,Completed
CAMP-2026-01038,Kubernetes Multi-Cloud Mesh - Q3 2026 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Healthcare & Life Sciences Tech Leads,Western Europe,89000.0,84544,6121,7.24,2797,31.82,1424,516,11156451.11,151,2500900.0,28.1,589.4,2710.0,2025-02-13,2025-03-25,Completed
CAMP-2026-01039,Cloud Cost Optimization 40% - Q4 2026 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,Cloud Native DevOps & SRE Architects,ANZ,60500.0,356326,12222,3.43,667,90.7,303,144,2738219.75,51,672155.0,11.11,1186.27,1011.0,2024-03-10,2024-05-01,Completed
CAMP-2026-01040,Zero-Trust Perimeter Defense - Q1 2026 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,SMB Growth Tech Founders,Middle East,43700.0,210168,6242,2.97,468,93.38,324,117,701416.59,42,278806.0,6.38,1040.48,538.0,2025-11-12,2025-12-24,Completed
CAMP-2026-01041,Developer Productivity Blitz - Q2 2026 [Phase 1],Programmatic Account-Based Display (ABM),ABM Display,Retail E-Commerce Engineering Directors,APAC (Japan/Taiwan/SG),71700.0,377299,5169,1.37,429,167.13,270,71,1143344.95,31,413709.0,5.77,2312.9,477.0,2025-10-25,2026-01-10,Completed
CAMP-2026-01042,Unified Customer 360 AI - Q3 2026 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Healthcare & Life Sciences Tech Leads,Western Europe,46400.0,242193,7508,3.1,653,71.06,403,199,2588314.66,72,657952.0,14.18,644.44,1318.0,2025-11-24,2026-02-19,Completed
CAMP-2026-01043,Quantum-Safe Cryptography Suite - Q4 2026 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,Healthcare & Life Sciences Tech Leads,ANZ,62600.0,144140,4526,3.14,745,84.03,367,198,1826328.35,86,650414.0,10.39,727.91,939.0,2025-03-11,2025-03-28,Completed
CAMP-2026-01044,Kubernetes Multi-Cloud Mesh - Q1 2026 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),66800.0,108648,5226,4.81,931,71.75,593,238,4216148.19,63,1101532.0,16.49,1060.32,1549.0,2025-11-08,2025-12-23,Completed
CAMP-2026-01045,Real-Time Telemetry at Scale - Q2 2026 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,Retail E-Commerce Engineering Directors,North America,89800.0,190522,5468,2.87,419,214.32,197,101,3124131.23,32,783954.0,8.73,2806.25,773.0,2025-01-01,2025-01-25,Completed
CAMP-2026-01046,Zero-Trust Perimeter Defense - Q3 2026 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),ANZ,18700.0,54029,3339,6.18,326,57.36,187,92,808280.24,23,168113.0,8.99,813.04,799.0,2025-04-22,2025-05-19,Completed
CAMP-2026-01047,Real-Time Telemetry at Scale - Q4 2026 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,FinTech Chief Information Security Officers (CISO),ANZ,69400.0,130028,4629,3.56,1011,68.64,599,251,1602810.17,81,544790.0,7.85,856.79,685.0,2024-01-13,2024-03-07,Completed
CAMP-2026-01048,Automated Compliance & SOC2 - Q1 2026 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Global AI/ML Research Scientists,Western Europe,41400.0,129787,5490,4.23,459,90.2,220,88,2119145.36,23,682686.0,16.49,1800.0,1549.0,2026-06-07,2026-06-27,Completed
CAMP-2026-01049,Kubernetes Multi-Cloud Mesh - Q2 2026 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Healthcare & Life Sciences Tech Leads,APAC (Japan/Taiwan/SG),83500.0,169480,6203,3.66,1031,80.99,529,273,4031764.22,105,1166495.0,13.97,795.24,1297.0,2025-06-29,2025-07-18,Completed
CAMP-2026-01050,High-Throughput Streaming Engine - Q3 2026 [Phase 1],Developer Hackathons & Open Source Grants,Community,SMB Growth Tech Founders,Western Europe,31100.0,34047,2414,7.09,845,36.8,357,175,1362408.63,58,459658.0,14.78,536.21,1378.0,2026-05-05,2026-07-26,Completed
CAMP-2026-01051,High-Throughput Streaming Engine - Q4 2026 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Enterprise Data Engineering Leads,North America,12300.0,26782,1315,4.91,273,45.05,154,63,1212529.53,13,366294.0,29.78,946.15,2878.0,2026-04-10,2026-05-16,Completed
CAMP-2026-01052,Automated Compliance & SOC2 - Q1 2026 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,SMB Growth Tech Founders,Western Europe,5500.0,12046,518,4.3,76,72.37,56,24,162876.43,8,38060.0,6.92,687.5,592.0,2025-05-07,2025-07-19,Completed
CAMP-2026-01053,Developer Productivity Blitz - Q2 2026 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Healthcare & Life Sciences Tech Leads,North America,25000.0,169365,3201,1.89,134,186.57,75,23,433032.07,8,169250.0,6.77,3125.0,577.0,2025-04-17,2025-05-04,Completed
CAMP-2026-01054,Real-Time Telemetry at Scale - Q3 2026 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,FinTech Chief Information Security Officers (CISO),ANZ,6900.0,22327,710,3.18,102,67.65,47,16,447444.23,6,101775.0,14.75,1150.0,1375.0,2024-09-10,2024-12-08,Completed
CAMP-2026-01055,Unified Customer 360 AI - Q4 2026 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Healthcare & Life Sciences Tech Leads,Global Multi-Region,60500.0,62743,3865,6.16,857,70.6,359,101,4346328.68,26,905685.0,14.97,2326.92,1397.0,2024-08-04,2024-09-25,Completed
CAMP-2026-01056,High-Throughput Streaming Engine - Q1 2026 [Phase 1],Developer Hackathons & Open Source Grants,Community,Global AI/ML Research Scientists,ANZ,17400.0,16482,1223,7.42,431,40.37,219,91,1129137.73,32,390630.0,22.45,543.75,2145.0,2025-03-07,2025-05-08,Completed
CAMP-2026-01057,GenAI Enterprise Copilot Accelerator - Q2 2026 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),81800.0,287431,14659,5.1,1949,41.97,1353,445,2677015.63,104,879350.0,10.75,786.54,975.0,2025-03-26,2025-05-24,Completed
CAMP-2026-01058,Cloud Cost Optimization 40% - Q3 2026 [Phase 3],Developer Hackathons & Open Source Grants,Community,SMB Growth Tech Founders,North America,34200.0,73023,5652,7.74,1011,33.83,629,165,2806133.11,29,771552.0,22.56,1179.31,2156.0,2024-12-25,2025-01-31,Completed
CAMP-2026-01059,Zero-Trust Perimeter Defense - Q4 2026 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Global AI/ML Research Scientists,Middle East,87400.0,259619,6828,2.63,546,160.07,395,114,2938068.29,30,749892.0,8.58,2913.33,758.0,2024-08-20,2024-10-13,Completed
CAMP-2026-01060,Kubernetes Multi-Cloud Mesh - Q1 2026 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),3300.0,5502,186,3.38,69,47.83,39,17,154777.07,4,36762.0,11.14,825.0,1014.0,2024-10-07,2025-01-03,Completed
CAMP-2026-01061,Kubernetes Multi-Cloud Mesh - Q2 2026 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,Enterprise Data Engineering Leads,North America,15000.0,55511,977,1.76,88,170.45,43,19,170313.65,6,63450.0,4.23,2500.0,323.0,2026-02-08,2026-02-26,Completed
CAMP-2026-01062,Cloud Cost Optimization 40% - Q3 2026 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Retail E-Commerce Engineering Directors,APAC (Japan/Taiwan/SG),62200.0,447980,13977,3.12,1254,49.6,811,213,3550353.83,74,772524.0,12.42,840.54,1142.0,2025-11-06,2025-12-13,Completed
CAMP-2026-01063,Kubernetes Multi-Cloud Mesh - Q4 2026 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Cloud Native DevOps & SRE Architects,Global Multi-Region,19700.0,47709,1708,3.58,206,95.63,129,70,993964.44,15,250781.0,12.73,1313.33,1173.0,2024-05-16,2024-08-10,Completed
CAMP-2026-01064,Developer Productivity Blitz - Q1 2026 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,Cloud Native DevOps & SRE Architects,Latin America,23300.0,102500,2706,2.64,257,90.66,122,58,815342.38,19,217855.0,9.35,1226.32,835.0,2024-04-14,2024-06-10,Completed
CAMP-2026-01065,Next-Gen Lakehouse Migration - Q2 2026 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,FinTech Chief Information Security Officers (CISO),Global Multi-Region,14700.0,62767,1701,2.71,149,98.66,78,27,379633.62,7,88641.0,6.03,2100.0,503.0,2026-05-29,2026-08-26,Active
CAMP-2026-01066,Next-Gen Lakehouse Migration - Q3 2026 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Global AI/ML Research Scientists,ANZ,24800.0,177043,6108,3.45,263,94.3,131,59,1608465.2,21,326120.0,13.15,1180.95,1215.0,2024-01-29,2024-04-28,Completed
CAMP-2026-01067,Cloud Cost Optimization 40% - Q4 2026 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,Enterprise Data Engineering Leads,North America,69100.0,752369,21593,2.87,638,108.31,424,149,4080870.88,38,863059.0,12.49,1818.42,1149.0,2025-07-25,2025-10-23,Completed
CAMP-2026-01068,Developer Productivity Blitz - Q1 2026 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,SMB Growth Tech Founders,Latin America,59700.0,284928,6012,2.11,189,315.87,109,52,1767546.33,9,514017.0,8.61,6633.33,761.0,2026-02-27,2026-05-03,Completed
CAMP-2026-01069,High-Throughput Streaming Engine - Q2 2026 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,Middle East,8700.0,18664,1314,7.04,258,33.72,144,61,951804.45,17,217326.0,24.98,511.76,2398.0,2025-12-16,2026-02-15,Completed
CAMP-2026-01070,Next-Gen Lakehouse Migration - Q3 2026 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Healthcare & Life Sciences Tech Leads,North America,40000.0,137323,9132,6.65,673,59.44,273,84,2737459.69,15,591600.0,14.79,2666.67,1379.0,2024-10-03,2024-10-24,Completed
CAMP-2026-01071,Next-Gen Lakehouse Migration - Q4 2026 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,SMB Growth Tech Founders,ANZ,63600.0,621948,9578,1.54,259,245.56,144,42,1596815.14,7,418488.0,6.58,9085.71,558.0,2024-04-30,2024-07-25,Completed
CAMP-2026-01072,Edge AI for Smart Robotics - Q1 2026 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),49000.0,139608,4635,3.32,653,75.04,290,104,2528940.31,31,527240.0,10.76,1580.65,976.0,2025-08-19,2025-09-07,Completed
CAMP-2026-01073,Developer Productivity Blitz - Q2 2026 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Retail E-Commerce Engineering Directors,Global Multi-Region,41400.0,81749,2804,3.43,332,124.7,236,115,675980.28,28,267030.0,6.45,1478.57,545.0,2024-12-11,2025-01-22,Completed
CAMP-2026-01074,Quantum-Safe Cryptography Suite - Q3 2026 [Phase 1],Developer Hackathons & Open Source Grants,Community,Cloud Native DevOps & SRE Architects,ANZ,26600.0,53438,3730,6.98,838,31.74,617,229,2031519.46,96,609406.0,22.91,277.08,2191.0,2026-06-15,2026-07-26,Completed
CAMP-2026-01075,Kubernetes Multi-Cloud Mesh - Q4 2026 [Phase 2],Developer Hackathons & Open Source Grants,Community,Cloud Native DevOps & SRE Architects,Global Multi-Region,8200.0,37053,2779,7.5,209,39.23,83,41,409218.9,8,109798.0,13.39,1025.0,1239.0,2025-04-11,2025-07-08,Completed
CAMP-2026-01076,Developer Productivity Blitz - Q1 2026 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,FinTech Chief Information Security Officers (CISO),Latin America,60000.0,132748,5217,3.93,496,120.97,264,96,1959152.75,23,423600.0,7.06,2608.7,606.0,2025-01-02,2025-01-23,Completed
CAMP-2026-01077,Cloud Cost Optimization 40% - Q2 2026 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,Healthcare & Life Sciences Tech Leads,Western Europe,70000.0,219541,7179,3.27,791,88.5,360,131,2004500.88,49,427000.0,6.1,1428.57,510.0,2024-08-20,2024-09-24,Completed
CAMP-2026-01078,Quantum-Safe Cryptography Suite - Q3 2026 [Phase 2],Developer Hackathons & Open Source Grants,Community,SMB Growth Tech Founders,Latin America,36300.0,72660,4069,5.6,1121,32.38,549,287,2248207.97,77,865392.0,23.84,471.43,2284.0,2024-02-10,2024-04-17,Completed
CAMP-2026-01079,High-Throughput Streaming Engine - Q4 2026 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Global AI/ML Research Scientists,ANZ,22300.0,66750,1602,2.4,70,318.57,43,15,756693.29,6,194456.0,8.72,3716.67,772.0,2024-08-08,2024-10-25,Completed
CAMP-2026-01080,GenAI Enterprise Copilot Accelerator - Q1 2026 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,SMB Growth Tech Founders,Western Europe,62300.0,478888,14223,2.97,898,69.38,512,251,2287706.53,103,721434.0,11.58,604.85,1058.0,2025-03-05,2025-05-13,Completed
CAMP-2026-01081,Zero-Trust Perimeter Defense - Q2 2026 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,ANZ,68400.0,346537,13411,3.87,1632,41.91,809,328,4071659.41,107,1045836.0,15.29,639.25,1429.0,2025-01-26,2025-03-30,Completed
CAMP-2026-01082,Zero-Trust Perimeter Defense - Q3 2026 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,FinTech Chief Information Security Officers (CISO),Western Europe,8400.0,36500,511,1.4,27,311.11,13,4,187042.5,1,57036.0,6.79,8400.0,579.0,2026-02-09,2026-05-01,Completed
CAMP-2026-01083,High-Throughput Streaming Engine - Q4 2026 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,Global AI/ML Research Scientists,Middle East,52300.0,194897,7601,3.9,512,102.15,227,94,1757288.89,23,501034.0,9.58,2273.91,858.0,2024-09-12,2024-11-06,Completed
CAMP-2026-01084,Next-Gen Lakehouse Migration - Q1 2026 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Healthcare & Life Sciences Tech Leads,Middle East,10800.0,28441,1661,5.84,269,40.15,115,30,813273.31,10,284580.0,26.35,1080.0,2535.0,2024-06-09,2024-08-30,Completed
CAMP-2026-01085,Next-Gen Lakehouse Migration - Q2 2026 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Healthcare & Life Sciences Tech Leads,Global Multi-Region,70400.0,121250,4753,3.92,1097,64.18,562,243,2424780.58,100,541376.0,7.69,704.0,669.0,2025-11-11,2025-12-09,Completed
CAMP-2026-01086,Next-Gen Lakehouse Migration - Q3 2026 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Healthcare & Life Sciences Tech Leads,Western Europe,64000.0,318173,10977,3.45,522,122.61,271,76,2629242.32,26,609920.0,9.53,2461.54,853.0,2025-01-20,2025-04-11,Completed
CAMP-2026-01087,Developer Productivity Blitz - Q4 2026 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,SMB Growth Tech Founders,North America,61700.0,137074,7731,5.64,1199,51.46,779,361,2625978.28,118,579363.0,9.39,522.88,839.0,2025-12-12,2026-03-01,Completed
CAMP-2026-01088,GenAI Enterprise Copilot Accelerator - Q1 2026 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,FinTech Chief Information Security Officers (CISO),Middle East,26600.0,196559,5484,2.79,410,64.88,272,89,1065438.59,23,239400.0,9.0,1156.52,800.0,2026-02-07,2026-03-09,Completed
CAMP-2026-01089,Real-Time Telemetry at Scale - Q2 2026 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Enterprise Data Engineering Leads,ANZ,60200.0,95700,4029,4.21,1456,41.35,585,200,2187249.49,38,752500.0,12.5,1584.21,1150.0,2026-02-25,2026-05-25,Completed
