customer_id,company_name,industry,company_size,headquarters_country,subscription_tier,contract_type,mrr_usd,arr_usd,contract_length_months,tenure_months,nps_score,csat_score,monthly_active_users,license_utilization_pct,support_tickets_count,critical_escalations,avg_resolution_time_hrs,product_usage_hours_per_week,feature_adoption_depth,last_login_days_ago,executive_sponsor_engaged,churn_risk_score,churn_risk_level,account_status
CUST-SAAS-01158,Terra Labs O,FinTech & Banking,5000+ Enterprise,Netherlands,Custom Strategic,Multi-Year 3-Yr Strategic,61435.66,737227.92,36,41,10,4.6,6189,81.6,4,1,2.4,166.1,Deep Advanced,1,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-01159,Cygnus Cloud P,Manufacturing & Robotics,201-1000 Employees,United States,Custom Strategic,Monthly Flexible,83984.41,1007812.92,24,59,3,2.3,3050,47.8,9,3,25.1,19.9,Basic Exploratory,34,No,0.85,Critical,Churned
CUST-SAAS-01160,Novus Technologies Q,SaaS & Enterprise Cloud,201-1000 Employees,Taiwan,Custom Strategic,Monthly Flexible,51625.18,619502.16,24,29,10,4.6,909,84.9,7,0,8.5,45.1,Basic Exploratory,0,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-01161,Polaris Group R,Government & Public Sector,201-1000 Employees,United States,Custom Strategic,Multi-Year 3-Yr Strategic,82859.49,994313.88,24,52,9,4.7,2797,89.1,4,0,9.3,112.4,Core Functional,2,Yes,0.07,Low,Active - Healthy
CUST-SAAS-01162,Echo Biomedical S,Telecom & 5G,10-50 Employees,Japan,Startup Tier,Annual Pre-Paid,1230.41,14764.92,12,3,6,1.4,55,43.9,22,3,67.3,21.1,Deep Advanced,71,No,0.87,Critical,Under Review
CUST-SAAS-01163,Synthetix Solutions T,E-Commerce & Retail,51-200 Employees,Australia,Professional,Annual Pre-Paid,4640.95,55691.4,24,31,9,4.3,216,80.3,8,0,2.9,96.6,Deep Advanced,3,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-01164,Vector Robotics U,Media & Entertainment,201-1000 Employees,United Kingdom,Startup Tier,Multi-Year 3-Yr Strategic,2511.07,30132.84,12,51,2,1.8,35,51.1,14,1,29.6,20.3,Basic Exploratory,65,No,0.86,Critical,Under Review
CUST-SAAS-01165,Zion Security V,SaaS & Enterprise Cloud,201-1000 Employees,Switzerland,Professional,Quarterly Invoiced,9027.2,108326.4,12,44,8,4.2,288,77.8,3,1,8.9,50.7,Core Functional,7,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-01166,Aura Dynamics W,Healthcare & BioTech,5000+ Enterprise,Germany,Startup Tier,Monthly Flexible,2409.29,28911.48,12,43,2,3.3,65,27.8,10,5,68.6,12.6,Basic Exploratory,80,Yes,0.91,Critical,Active - At Risk
CUST-SAAS-01167,Boreal Analytics X,E-Commerce & Retail,51-200 Employees,France,Professional,Monthly Flexible,9481.96,113783.52,24,50,9,4.4,43,97.6,5,0,5.3,86.8,Core Functional,1,Yes,0.24,Low,Active - Healthy
CUST-SAAS-01168,Crest Industries Y,Telecom & 5G,201-1000 Employees,Australia,Professional,Monthly Flexible,4618.59,55423.08,24,20,8,4.2,123,90.8,4,1,3.0,75.4,Deep Advanced,7,Yes,0.24,Low,Active - Healthy
CUST-SAAS-01169,Dynasty Systems Z,Telecom & 5G,10-50 Employees,Netherlands,Startup Tier,Annual Pre-Paid,2371.75,28461.0,12,50,10,4.6,56,75.6,5,0,11.5,150.6,Full API Mesh & Automation,1,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-01170,Apex Ventures A,SaaS & Enterprise Cloud,51-200 Employees,Japan,Professional,Monthly Flexible,5495.99,65951.88,24,49,7,4.9,150,80.9,4,0,5.6,128.1,Deep Advanced,2,Yes,0.22,Low,Active - Healthy
CUST-SAAS-01171,Nexus Logistics B,Telecom & 5G,51-200 Employees,United States,Startup Tier,Annual Pre-Paid,2432.23,29186.76,12,41,9,4.7,24,75.1,4,0,7.3,86.9,Deep Advanced,2,Yes,0.12,Low,Active - Healthy
CUST-SAAS-01172,Vertex Global C,Healthcare & BioTech,5000+ Enterprise,Australia,Startup Tier,Multi-Year 3-Yr Strategic,2428.45,29141.4,12,7,10,4.5,31,89.4,0,0,9.7,146.0,Core Functional,3,Yes,0.03,Low,Active - Healthy
CUST-SAAS-01173,Quantum Digital D,E-Commerce & Retail,10-50 Employees,Taiwan,Startup Tier,Annual Pre-Paid,1350.92,16211.04,12,9,7,4.1,72,95.4,2,1,10.8,106.3,Deep Advanced,5,Yes,0.18,Low,Active - Healthy
CUST-SAAS-01174,Hyperion Enterprises E,Healthcare & BioTech,51-200 Employees,Canada,Professional,Monthly Flexible,3362.95,40355.4,12,49,8,4.2,292,85.7,0,0,3.2,59.0,Core Functional,6,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-01175,Aegis Networks F,Healthcare & BioTech,51-200 Employees,Australia,Enterprise Plus,Monthly Flexible,12047.2,144566.4,12,20,9,4.6,588,89.5,5,1,11.3,98.7,Deep Advanced,1,Yes,0.08,Low,Active - Healthy
CUST-SAAS-01176,Cobalt Software G,Government & Public Sector,10-50 Employees,Netherlands,Enterprise Plus,Quarterly Invoiced,10426.62,125119.44,24,24,10,4.4,1170,83.7,3,0,9.5,167.5,Deep Advanced,2,Yes,0.17,Low,Active - Healthy
CUST-SAAS-01177,Starlight Capital H,Energy & CleanTech,201-1000 Employees,France,Custom Strategic,Quarterly Invoiced,94660.0,1135920.0,36,38,9,4.7,3921,98.5,7,0,4.9,120.7,Full API Mesh & Automation,5,Yes,0.04,Low,Active - Healthy
CUST-SAAS-01178,Titan Labs I,Government & Public Sector,5000+ Enterprise,Canada,Enterprise Plus,Quarterly Invoiced,10265.79,123189.48,24,21,9,4.4,160,98.9,7,0,10.7,102.3,Deep Advanced,6,Yes,0.2,Low,Active - Healthy
CUST-SAAS-01179,Lumina Cloud J,FinTech & Banking,5000+ Enterprise,United States,Enterprise Plus,Monthly Flexible,16737.41,200848.92,12,15,8,4.5,948,83.3,0,0,2.6,64.2,Core Functional,7,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-01180,Omni Technologies K,FinTech & Banking,5000+ Enterprise,Germany,Professional,Quarterly Invoiced,4136.08,49632.96,12,36,5,3.0,154,37.5,31,3,36.7,20.9,Deep Advanced,31,No,0.74,High,Active - At Risk
CUST-SAAS-01181,Solaris Group L,Energy & CleanTech,1000-5000 Employees,Taiwan,Custom Strategic,Annual Pre-Paid,47058.03,564696.36,24,44,9,4.3,1577,97.4,8,0,9.2,118.7,Core Functional,3,Yes,0.38,Medium,In Renewal Discussion
CUST-SAAS-01182,Prism Biomedical M,Telecom & 5G,5000+ Enterprise,Switzerland,Enterprise Plus,Annual Pre-Paid,17231.89,206782.68,24,23,9,4.1,606,99.8,8,0,8.3,88.4,Basic Exploratory,2,Yes,0.23,Low,Active - Healthy
CUST-SAAS-01183,Vanguard Solutions N,Healthcare & BioTech,5000+ Enterprise,United Kingdom,Custom Strategic,Quarterly Invoiced,77784.49,933413.88,36,50,1,1.8,2543,45.1,27,4,35.5,11.7,Deep Advanced,17,No,0.65,High,Active - At Risk
CUST-SAAS-01184,Horizon Robotics O,Professional Services & Legal,10-50 Employees,Taiwan,Enterprise Plus,Monthly Flexible,21067.11,252805.32,12,58,9,4.1,1076,97.8,5,0,5.4,115.2,Deep Advanced,4,Yes,0.38,Medium,In Renewal Discussion
CUST-SAAS-01185,Strata Security P,Government & Public Sector,201-1000 Employees,Germany,Startup Tier,Annual Pre-Paid,2518.61,30223.32,12,2,9,4.8,30,81.8,8,0,8.1,173.1,Full API Mesh & Automation,5,Yes,0.03,Low,Active - Healthy
CUST-SAAS-01186,Aero Dynamics Q,Energy & CleanTech,1000-5000 Employees,Germany,Enterprise Plus,Quarterly Invoiced,9661.76,115941.12,24,8,7,4.6,786,99.6,3,0,10.3,147.5,Full API Mesh & Automation,0,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-01187,Pulse Analytics R,Professional Services & Legal,10-50 Employees,Switzerland,Custom Strategic,Annual Pre-Paid,88573.17,1062878.04,36,18,3,3.0,5308,44.8,13,5,36.6,21.8,Deep Advanced,40,No,0.97,Critical,Under Review
CUST-SAAS-01188,Terra Industries S,Energy & CleanTech,51-200 Employees,Australia,Custom Strategic,Annual Pre-Paid,73522.22,882266.64,48,55,2,2.1,5573,39.4,34,1,63.4,10.9,Full API Mesh & Automation,46,No,0.63,High,Active - At Risk
CUST-SAAS-01189,Cygnus Systems T,Media & Entertainment,10-50 Employees,United States,Startup Tier,Multi-Year 3-Yr Strategic,2507.94,30095.28,12,53,2,1.3,55,36.0,27,3,41.5,15.5,Deep Advanced,63,No,0.9,Critical,Active - At Risk
CUST-SAAS-01190,Novus Ventures U,Government & Public Sector,201-1000 Employees,Japan,Enterprise Plus,Monthly Flexible,12808.32,153699.84,24,37,9,4.6,884,96.8,1,0,7.2,108.9,Basic Exploratory,7,Yes,0.06,Low,Active - Healthy
CUST-SAAS-01191,Polaris Logistics V,Professional Services & Legal,10-50 Employees,United Kingdom,Professional,Multi-Year 3-Yr Strategic,8176.42,98117.04,24,14,3,1.7,121,50.1,16,1,54.2,12.2,Full API Mesh & Automation,73,No,0.67,High,Churned
CUST-SAAS-01192,Echo Global W,SaaS & Enterprise Cloud,51-200 Employees,France,Custom Strategic,Annual Pre-Paid,83917.57,1007010.84,48,13,8,4.2,1061,82.6,0,0,11.4,69.4,Core Functional,0,Yes,0.21,Low,Active - Healthy
CUST-SAAS-01193,Synthetix Digital X,Telecom & 5G,10-50 Employees,Netherlands,Custom Strategic,Annual Pre-Paid,54076.87,648922.44,36,23,7,4.8,5301,75.4,2,0,5.1,129.0,Core Functional,0,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-01194,Vector Enterprises Y,Energy & CleanTech,201-1000 Employees,Germany,Professional,Quarterly Invoiced,7971.61,95659.32,24,46,6,3.0,62,26.2,15,1,35.5,13.3,Deep Advanced,49,No,0.98,Critical,Active - At Risk
CUST-SAAS-01195,Zion Networks Z,Professional Services & Legal,1000-5000 Employees,Netherlands,Professional,Quarterly Invoiced,7596.86,91162.32,12,15,9,4.5,294,90.7,3,0,3.2,66.9,Core Functional,1,Yes,0.14,Low,Active - Healthy
CUST-SAAS-01196,Aura Software A,Government & Public Sector,1000-5000 Employees,Netherlands,Custom Strategic,Quarterly Invoiced,94950.25,1139403.0,36,6,4,1.2,1939,33.8,9,4,31.9,13.8,Full API Mesh & Automation,27,No,0.78,High,Churned
CUST-SAAS-01197,Boreal Capital B,Manufacturing & Robotics,201-1000 Employees,Switzerland,Professional,Monthly Flexible,3990.38,47884.56,12,49,9,4.0,99,88.5,1,0,4.3,169.7,Deep Advanced,6,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-01198,Crest Labs C,FinTech & Banking,5000+ Enterprise,Germany,Startup Tier,Quarterly Invoiced,2020.96,24251.52,12,23,9,4.7,42,82.2,7,0,4.6,158.8,Deep Advanced,0,Yes,0.11,Low,Active - Healthy
CUST-SAAS-01199,Dynasty Cloud D,E-Commerce & Retail,10-50 Employees,Australia,Enterprise Plus,Monthly Flexible,13387.72,160652.64,24,17,9,4.1,153,87.1,4,0,4.7,138.7,Deep Advanced,5,Yes,0.21,Low,Active - Healthy
CUST-SAAS-01200,Apex Technologies E,Telecom & 5G,51-200 Employees,Singapore,Professional,Monthly Flexible,4936.94,59243.28,24,57,8,4.9,48,78.9,4,0,2.4,170.3,Basic Exploratory,4,Yes,0.11,Low,Active - Healthy
CUST-SAAS-01201,Nexus Group F,SaaS & Enterprise Cloud,1000-5000 Employees,Netherlands,Custom Strategic,Quarterly Invoiced,43244.28,518931.36,24,14,10,4.9,5540,81.3,2,0,12.0,144.6,Deep Advanced,5,Yes,0.07,Low,Active - Healthy
CUST-SAAS-01202,Vertex Biomedical G,Healthcare & BioTech,51-200 Employees,Singapore,Startup Tier,Multi-Year 3-Yr Strategic,2844.34,34132.08,12,18,8,4.3,36,76.1,2,0,11.7,160.5,Basic Exploratory,2,Yes,0.13,Low,Active - Healthy
CUST-SAAS-01203,Quantum Solutions H,Government & Public Sector,1000-5000 Employees,Singapore,Professional,Monthly Flexible,3320.43,39845.16,12,16,5,3.2,259,31.9,27,5,55.9,14.8,Basic Exploratory,76,No,0.96,Critical,Active - At Risk
CUST-SAAS-01204,Hyperion Robotics I,FinTech & Banking,5000+ Enterprise,Singapore,Professional,Monthly Flexible,5377.09,64525.08,12,15,1,2.4,252,50.3,16,3,66.2,18.7,Basic Exploratory,85,No,0.82,Critical,Active - At Risk
CUST-SAAS-01205,Aegis Security J,Healthcare & BioTech,5000+ Enterprise,Netherlands,Enterprise Plus,Multi-Year 3-Yr Strategic,19665.87,235990.44,24,19,6,1.2,631,51.8,16,2,33.6,23.1,Full API Mesh & Automation,54,No,0.69,High,Under Review
CUST-SAAS-01206,Cobalt Dynamics K,Healthcare & BioTech,5000+ Enterprise,Australia,Professional,Annual Pre-Paid,4757.53,57090.36,12,19,2,3.0,134,56.9,32,1,65.6,16.1,Full API Mesh & Automation,24,No,0.79,High,Active - At Risk
CUST-SAAS-01207,Starlight Analytics L,SaaS & Enterprise Cloud,51-200 Employees,Germany,Enterprise Plus,Multi-Year 3-Yr Strategic,9072.19,108866.28,36,49,9,4.3,1169,78.0,8,0,7.5,48.8,Core Functional,7,Yes,0.07,Low,Active - Healthy
CUST-SAAS-01208,Titan Industries M,Telecom & 5G,1000-5000 Employees,Netherlands,Custom Strategic,Annual Pre-Paid,28489.51,341874.12,36,37,8,4.5,1413,100.0,2,1,4.6,129.2,Basic Exploratory,2,Yes,0.18,Low,Active - Healthy
CUST-SAAS-01209,Lumina Systems N,Telecom & 5G,51-200 Employees,France,Professional,Annual Pre-Paid,3585.16,43021.92,24,33,7,4.4,292,76.3,5,1,2.1,59.4,Basic Exploratory,0,Yes,0.12,Low,Active - Healthy
CUST-SAAS-01210,Omni Ventures O,E-Commerce & Retail,1000-5000 Employees,Australia,Custom Strategic,Annual Pre-Paid,33199.4,398392.8,24,7,9,4.8,2320,96.5,5,0,11.8,47.6,Deep Advanced,6,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-01211,Solaris Logistics P,Logistics & Supply Chain,201-1000 Employees,Japan,Custom Strategic,Multi-Year 3-Yr Strategic,63408.34,760900.08,36,53,9,4.8,5733,98.1,5,0,10.6,75.6,Basic Exploratory,0,Yes,0.06,Low,Active - Healthy
CUST-SAAS-01212,Prism Global Q,Energy & CleanTech,51-200 Employees,Japan,Custom Strategic,Multi-Year 3-Yr Strategic,93763.0,1125156.0,36,22,7,4.1,1598,76.3,8,1,9.3,72.8,Core Functional,1,Yes,0.16,Low,Active - Healthy
CUST-SAAS-01213,Vanguard Digital R,Logistics & Supply Chain,10-50 Employees,Singapore,Startup Tier,Monthly Flexible,2677.59,32131.08,12,36,8,4.7,47,96.2,2,1,3.1,66.6,Deep Advanced,4,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-01214,Horizon Enterprises S,Professional Services & Legal,201-1000 Employees,Australia,Custom Strategic,Multi-Year 3-Yr Strategic,81822.15,981865.8,36,6,9,4.9,5430,79.0,0,0,5.1,92.9,Full API Mesh & Automation,4,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-01215,Strata Networks T,E-Commerce & Retail,201-1000 Employees,Canada,Custom Strategic,Monthly Flexible,85684.62,1028215.44,48,11,10,4.4,1529,99.9,7,0,6.1,46.6,Core Functional,5,Yes,0.14,Low,Active - Healthy
CUST-SAAS-01216,Aero Software U,E-Commerce & Retail,201-1000 Employees,Germany,Startup Tier,Quarterly Invoiced,2233.69,26804.28,12,17,8,4.4,64,90.4,7,0,5.4,76.0,Full API Mesh & Automation,1,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-01217,Pulse Capital V,FinTech & Banking,51-200 Employees,Taiwan,Custom Strategic,Multi-Year 3-Yr Strategic,29836.63,358039.56,36,8,9,4.2,880,82.0,5,0,2.5,149.3,Basic Exploratory,5,Yes,0.09,Low,Active - Healthy
CUST-SAAS-01218,Terra Labs W,Healthcare & BioTech,201-1000 Employees,United States,Enterprise Plus,Multi-Year 3-Yr Strategic,24971.75,299661.0,24,46,7,4.5,274,99.7,8,0,7.0,146.0,Core Functional,5,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-01219,Cygnus Cloud X,Media & Entertainment,201-1000 Employees,Singapore,Enterprise Plus,Monthly Flexible,16088.08,193056.96,36,37,10,4.3,1069,93.3,5,0,11.2,130.3,Core Functional,0,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-01220,Novus Technologies Y,Media & Entertainment,5000+ Enterprise,Germany,Custom Strategic,Quarterly Invoiced,53251.04,639012.48,36,32,9,4.1,5293,98.2,7,0,8.2,103.2,Core Functional,7,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-01221,Polaris Group Z,FinTech & Banking,5000+ Enterprise,United Kingdom,Enterprise Plus,Annual Pre-Paid,19323.34,231880.08,24,34,9,4.4,1049,95.1,1,0,10.9,166.9,Basic Exploratory,2,Yes,0.17,Low,Active - Healthy
CUST-SAAS-01222,Echo Biomedical A,Professional Services & Legal,5000+ Enterprise,Netherlands,Professional,Monthly Flexible,5185.32,62223.84,12,58,1,2.8,264,27.4,31,5,70.1,10.5,Deep Advanced,63,No,0.9,Critical,Churned
CUST-SAAS-01223,Synthetix Solutions B,Logistics & Supply Chain,10-50 Employees,Singapore,Professional,Multi-Year 3-Yr Strategic,3270.14,39241.68,12,5,7,4.1,232,78.9,4,0,4.4,175.3,Deep Advanced,7,Yes,0.22,Low,Active - Healthy
CUST-SAAS-01224,Vector Robotics C,Healthcare & BioTech,10-50 Employees,Japan,Custom Strategic,Monthly Flexible,47967.53,575610.36,24,37,8,4.2,3675,86.4,8,1,4.3,54.6,Basic Exploratory,1,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-01225,Zion Security D,SaaS & Enterprise Cloud,1000-5000 Employees,United States,Custom Strategic,Annual Pre-Paid,62031.89,744382.68,36,38,4,2.2,4259,51.5,30,2,46.8,24.3,Deep Advanced,27,No,0.91,Critical,Churned
CUST-SAAS-01226,Aura Dynamics E,Government & Public Sector,51-200 Employees,Australia,Enterprise Plus,Monthly Flexible,26603.06,319236.72,12,2,10,4.5,238,78.3,0,0,8.7,52.4,Full API Mesh & Automation,3,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-01227,Boreal Analytics F,Media & Entertainment,10-50 Employees,France,Startup Tier,Monthly Flexible,1025.0,12300.0,12,59,8,4.8,77,98.0,0,0,2.2,47.8,Core Functional,0,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-01228,Crest Industries G,Healthcare & BioTech,51-200 Employees,Canada,Professional,Annual Pre-Paid,5071.1,60853.2,12,60,7,4.8,102,93.2,8,1,9.2,121.4,Full API Mesh & Automation,4,Yes,0.06,Low,Active - Healthy
CUST-SAAS-01229,Dynasty Systems H,Logistics & Supply Chain,1000-5000 Employees,Netherlands,Custom Strategic,Annual Pre-Paid,27776.63,333319.56,24,40,7,4.8,2806,84.1,6,0,3.4,65.2,Deep Advanced,2,Yes,0.22,Low,Active - Healthy
CUST-SAAS-01230,Apex Ventures I,E-Commerce & Retail,5000+ Enterprise,Singapore,Custom Strategic,Annual Pre-Paid,55284.55,663414.6,24,5,10,4.0,1389,82.9,2,0,4.2,85.7,Core Functional,6,Yes,0.03,Low,Active - Healthy
CUST-SAAS-01231,Nexus Logistics J,Manufacturing & Robotics,51-200 Employees,United Kingdom,Professional,Quarterly Invoiced,8419.9,101038.8,24,22,9,4.6,65,91.3,5,0,10.7,84.7,Core Functional,4,Yes,0.07,Low,Active - Healthy
CUST-SAAS-01232,Vertex Global K,SaaS & Enterprise Cloud,201-1000 Employees,Germany,Professional,Annual Pre-Paid,7286.52,87438.24,24,33,7,4.8,187,90.4,3,0,3.1,99.1,Basic Exploratory,3,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-01233,Quantum Digital L,SaaS & Enterprise Cloud,10-50 Employees,France,Custom Strategic,Monthly Flexible,54771.81,657261.72,48,18,8,4.2,4286,76.1,7,0,6.7,71.4,Deep Advanced,0,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-01234,Hyperion Enterprises M,Government & Public Sector,1000-5000 Employees,Japan,Startup Tier,Monthly Flexible,1801.8,21621.6,12,49,8,4.6,67,98.6,0,0,11.4,140.7,Basic Exploratory,6,Yes,0.13,Low,Active - Healthy
CUST-SAAS-01235,Aegis Networks N,Professional Services & Legal,10-50 Employees,Taiwan,Custom Strategic,Annual Pre-Paid,93878.91,1126546.92,36,21,9,4.6,5377,92.9,4,0,11.0,91.5,Full API Mesh & Automation,7,Yes,0.06,Low,Active - Healthy
CUST-SAAS-01236,Cobalt Software O,Healthcare & BioTech,201-1000 Employees,Japan,Enterprise Plus,Multi-Year 3-Yr Strategic,17846.21,214154.52,36,41,10,4.8,583,85.7,2,1,9.7,153.8,Deep Advanced,6,Yes,0.14,Low,Active - Healthy
CUST-SAAS-01237,Starlight Capital P,E-Commerce & Retail,1000-5000 Employees,Taiwan,Enterprise Plus,Monthly Flexible,22083.27,264999.24,24,42,6,1.3,713,35.8,8,2,54.9,21.5,Deep Advanced,43,No,0.93,Critical,Under Review
CUST-SAAS-01238,Titan Labs Q,SaaS & Enterprise Cloud,5000+ Enterprise,France,Professional,Multi-Year 3-Yr Strategic,3886.93,46643.16,12,51,8,4.2,196,95.4,6,0,10.0,178.1,Deep Advanced,6,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-01239,Lumina Cloud R,Manufacturing & Robotics,5000+ Enterprise,Switzerland,Professional,Annual Pre-Paid,9325.76,111909.12,12,8,6,2.2,40,40.9,20,1,62.0,3.8,Basic Exploratory,60,No,0.62,High,Under Review
CUST-SAAS-01240,Omni Technologies S,Healthcare & BioTech,10-50 Employees,Singapore,Startup Tier,Monthly Flexible,2810.55,33726.6,12,5,9,4.2,37,83.4,1,0,7.2,163.2,Basic Exploratory,6,Yes,0.23,Low,Active - Healthy
CUST-SAAS-01241,Solaris Group T,Media & Entertainment,51-200 Employees,Netherlands,Custom Strategic,Quarterly Invoiced,26587.6,319051.2,36,49,8,4.1,5460,76.6,5,0,8.4,126.5,Deep Advanced,1,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-01242,Prism Biomedical U,Manufacturing & Robotics,51-200 Employees,United States,Startup Tier,Multi-Year 3-Yr Strategic,1902.63,22831.56,12,9,10,4.3,38,95.9,4,0,8.3,129.8,Full API Mesh & Automation,0,Yes,0.21,Low,Active - Healthy
CUST-SAAS-01243,Vanguard Solutions V,SaaS & Enterprise Cloud,51-200 Employees,Canada,Custom Strategic,Monthly Flexible,76561.22,918734.64,48,7,2,1.4,5753,54.0,9,4,40.3,21.8,Deep Advanced,78,No,0.79,High,Active - At Risk
CUST-SAAS-01244,Horizon Robotics W,Healthcare & BioTech,201-1000 Employees,Germany,Custom Strategic,Quarterly Invoiced,34381.97,412583.64,24,51,9,4.7,751,85.3,1,0,3.6,144.0,Core Functional,1,Yes,0.13,Low,Active - Healthy
CUST-SAAS-01245,Strata Security X,Energy & CleanTech,5000+ Enterprise,Singapore,Enterprise Plus,Annual Pre-Paid,15759.52,189114.24,24,17,9,4.5,1121,91.3,5,0,6.8,124.6,Full API Mesh & Automation,2,Yes,0.14,Low,Active - Healthy
CUST-SAAS-01246,Aero Dynamics Y,Government & Public Sector,5000+ Enterprise,Netherlands,Professional,Multi-Year 3-Yr Strategic,9017.49,108209.88,24,23,7,4.7,214,78.0,4,0,1.7,60.2,Full API Mesh & Automation,6,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-01247,Pulse Analytics Z,Logistics & Supply Chain,5000+ Enterprise,Singapore,Enterprise Plus,Quarterly Invoiced,12966.11,155593.32,36,47,10,4.4,214,80.9,2,1,6.0,68.9,Core Functional,3,Yes,0.14,Low,Active - Healthy
CUST-SAAS-01248,Terra Industries A,FinTech & Banking,10-50 Employees,Switzerland,Professional,Quarterly Invoiced,7798.52,93582.24,12,56,9,4.4,211,77.6,3,0,10.1,135.2,Core Functional,3,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-01249,Cygnus Systems B,Manufacturing & Robotics,201-1000 Employees,France,Custom Strategic,Annual Pre-Paid,33610.91,403330.92,24,5,7,4.5,1458,95.8,3,0,3.6,64.2,Basic Exploratory,4,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-01250,Novus Ventures C,Telecom & 5G,10-50 Employees,Singapore,Custom Strategic,Quarterly Invoiced,46802.59,561631.08,48,57,7,4.5,4558,83.7,1,0,11.5,164.3,Basic Exploratory,3,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-01251,Polaris Logistics D,FinTech & Banking,201-1000 Employees,Taiwan,Professional,Quarterly Invoiced,5815.92,69791.04,24,40,9,4.2,149,91.1,3,1,6.0,148.6,Full API Mesh & Automation,0,Yes,0.24,Low,Active - Healthy
CUST-SAAS-01252,Echo Global E,Professional Services & Legal,5000+ Enterprise,Switzerland,Custom Strategic,Quarterly Invoiced,35721.9,428662.8,48,31,9,4.2,4367,75.9,7,0,2.0,124.6,Basic Exploratory,5,Yes,0.16,Low,Active - Healthy
CUST-SAAS-01253,Synthetix Digital F,Professional Services & Legal,51-200 Employees,France,Enterprise Plus,Monthly Flexible,18841.76,226101.12,36,19,3,3.0,713,50.0,15,2,28.8,22.8,Deep Advanced,25,No,0.87,Critical,Under Review
CUST-SAAS-01254,Vector Enterprises G,FinTech & Banking,51-200 Employees,Canada,Professional,Annual Pre-Paid,6366.33,76395.96,24,46,10,4.2,45,78.6,3,0,9.3,119.2,Full API Mesh & Automation,2,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-01255,Zion Networks H,Telecom & 5G,1000-5000 Employees,United Kingdom,Professional,Annual Pre-Paid,8437.38,101248.56,12,6,9,4.5,264,75.1,5,1,4.7,162.4,Deep Advanced,0,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-01256,Aura Software I,Professional Services & Legal,1000-5000 Employees,Australia,Custom Strategic,Quarterly Invoiced,33477.42,401729.04,36,53,9,4.9,3941,97.1,8,0,5.7,72.1,Core Functional,2,Yes,0.1,Low,Active - Healthy
CUST-SAAS-01257,Boreal Capital J,Media & Entertainment,51-200 Employees,United States,Enterprise Plus,Monthly Flexible,22957.33,275487.96,24,53,7,4.5,1185,93.0,0,0,11.0,90.4,Full API Mesh & Automation,7,Yes,0.16,Low,Active - Healthy
CUST-SAAS-01258,Crest Labs K,FinTech & Banking,1000-5000 Employees,Netherlands,Enterprise Plus,Annual Pre-Paid,18796.51,225558.12,24,28,1,2.1,453,50.2,27,4,41.9,21.8,Basic Exploratory,40,Yes,0.71,High,Under Review
CUST-SAAS-01259,Dynasty Cloud L,Professional Services & Legal,201-1000 Employees,United Kingdom,Professional,Quarterly Invoiced,3091.0,37092.0,24,37,9,4.5,140,75.1,3,0,9.8,97.3,Core Functional,0,Yes,0.04,Low,Active - Healthy
CUST-SAAS-01260,Apex Technologies M,FinTech & Banking,5000+ Enterprise,Australia,Startup Tier,Monthly Flexible,2317.23,27806.76,12,57,8,4.7,77,89.0,2,0,7.4,113.3,Full API Mesh & Automation,3,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-01261,Nexus Group N,Government & Public Sector,51-200 Employees,United Kingdom,Custom Strategic,Quarterly Invoiced,25190.93,302291.16,48,30,10,4.4,1106,92.1,0,0,1.8,115.2,Core Functional,7,Yes,0.13,Low,Active - Healthy
CUST-SAAS-01262,Vertex Biomedical O,E-Commerce & Retail,1000-5000 Employees,Germany,Enterprise Plus,Annual Pre-Paid,15342.04,184104.48,36,11,10,4.9,610,76.9,5,0,2.3,173.0,Full API Mesh & Automation,3,Yes,0.05,Low,Active - Healthy
